" label;;;;","Unnamed: 0","annotation_id","annotator","created_at","id","lead_time","sentiment","text","updated_at" 
"",568,518,"1","2023-12-04T11:39:02.118805Z",570,23.958,"no German loanword","Curiosity is what propels and drives us forward to break up old structures and, if necessary, strike out in new directions.","2023-12-04T11:39:02.118805Z"
"",569,519,"1","2023-12-04T11:39:10.091315Z",571,6.009,"no German loanword","One of the elements created to promote the campaign’s message included a Linz AG tram featuring the campaign design.","2023-12-04T11:39:10.091315Z"
"",570,520,"1","2023-12-04T11:39:57.280364Z",572,44.61,"no German loanword","The result was not only a lot of buzz, but an award as well.","2023-12-04T11:39:57.280364Z"
"",571,521,"1","2023-12-04T11:40:25.407804Z",573,26.39,"no German loanword","The JKU Tram is one of the winners of the 2021 October Transport Media Awards and is now eligible to be considered for the 2022 Out of Home Award presented in recognition of the most creative outdoor advertising campaigns during 2021.
","2023-12-04T11:40:25.407804Z"
"",572,522,"1","2023-12-04T11:40:34.820986Z",574,7.626,"no German loanword","The JKU has developed a method to conceal individual, personal traits when searching for information but without compromising search and recommendation results.","2023-12-04T11:40:34.820986Z"
"",573,523,"1","2023-12-04T11:40:49.590157Z",575,11.546,"no German loanword","Professor Markus Schedl Interested in finding out just which artists are currently topping the pop charts?","2023-12-04T11:40:49.590157Z"
"",574,524,"1","2023-12-04T11:40:54.340508Z",576,3.021,"no German loanword","Or would you like some suggestions to see a movie today?","2023-12-04T11:40:54.340508Z"
"",575,525,"1","2023-12-04T11:41:13.076391Z",577,16.961,"no German loanword","Modern search engines and recommendation systems apply artificial intelligence and deep learning methods, meaning you get a precise answer to your question but at the same time, the system can also predict your personal preferences with astonishing accuracy.","2023-12-04T11:41:13.076391Z"
"",576,526,"1","2023-12-04T11:41:19.549229Z",578,4.709,"no German loanword","For example, in regard to movies or music, your gender can be correctly inferred 72% of the time just from your user behavior.","2023-12-04T11:41:19.549229Z"
"",577,527,"1","2023-12-04T11:41:28.244107Z",579,6.892,"no German loanword","Researchers at the Johannes Kepler University Linz have recently developed a method designed to conceal your individual preferences but without impairing the search and recommendation results.","2023-12-04T11:41:28.244107Z"
"",578,528,"1","2023-12-04T11:41:39.583332Z",580,7.862,"no German loanword","In an effort to prevent recommendation systems from predicting the user’s personal preferences, Prof. Markus Schedl and his colleagues at the JKU Institute for Computational Perception have developed their own deep learning architecture: Adversarial Variational Auto-Encoder with Multinomial Likelihood, in short Adv-MultVAE.","2023-12-04T11:41:39.583332Z"
"",579,529,"1","2023-12-04T11:41:46.678833Z",581,4.374,"no German loanword","During this process, two networks are activated and while they work separately, they are also closely linked.","2023-12-04T11:41:46.678833Z"
"",580,530,"1","2023-12-04T11:41:59.122965Z",582,10.317,"no German loanword","One network solves the actual task, meaning it finds the music or movies that the user might be interested in.","2023-12-04T11:41:59.122965Z"
"",581,531,"1","2023-12-04T11:42:09.379426Z",583,7.264,"no German loanword","The second network makes the big difference as it tries to predict sensitive personal information (such as gender or nationality) as accurately as possible.","2023-12-04T11:42:09.379426Z"
"",582,532,"1","2023-12-04T11:42:35.370940Z",584,22.613,"no German loanword","In contrast to conventional recommendation system algorithms, the JKU networks take on a different direction at that point.","2023-12-04T11:42:35.370940Z"
"",583,533,"1","2023-12-04T11:42:45.118127Z",585,7.81,"no German loanword","The working parameters are gradually adjusted so that while recommendations results remain the same, the system is less accurate when it comes to predicting the user’s personal attributes.","2023-12-04T11:42:45.118127Z"
"",584,534,"1","2023-12-04T11:42:56.102443Z",586,4.98,"no German loanword","In the end, the networks experience an evolution that provides good search results but is weak when it comes to predicting personal information.","2023-12-04T11:42:56.102443Z"
"",585,535,"1","2023-12-04T11:43:09.271138Z",587,10.35,"","A Lower Rate of Predictive Accuracy Researchers tested the new system using music and movie datasets.","2023-12-04T11:43:09.271138Z"
"",586,536,"1","2023-12-04T11:43:22.900981Z",588,11.359,"no German loanword","The prediction accuracy in regard to the user’s gender was reduced by 57% when it came to movies and 62% when it came to music; in terms of recommendation quality, the results remained the same.","2023-12-04T11:43:22.900981Z"
"",587,537,"1","2023-12-04T11:43:31.583180Z",589,4.642,"no German loanword","In addition to protecting the user\s personal information, this method also has another advantage.","2023-12-04T11:43:31.583180Z"
"",588,538,"1","2023-12-04T11:43:38.203003Z",590,4.803,"no German loanword","Markus Schedl explains: Because our new recommendation systems no longer know the users’ exact genders, it suggests a broader spectrum of music and movies.","2023-12-04T11:43:38.203003Z"
"",589,539,"1","2023-12-04T11:43:52.091917Z",591,11.799,"no German loanword","This means that men also get recommendations for movies often considered to be ‘chick flicks’, such as Casablanca.","2023-12-04T11:43:52.091917Z"
"",590,540,"1","2023-12-04T11:47:48.657738Z",592,233.576,"no German loanword","As a result, our approach also counteracts stereotypes as well as creating ‘bubbles’ on the Internet.","2023-12-04T11:47:48.657738Z"
"",591,541,"1","2023-12-04T11:48:08.985375Z",593,18.466,"no German loanword","The JKU algorithm has yet to work better for women.","2023-12-04T11:48:08.985375Z"
"",592,542,"1","2023-12-04T11:48:17.226536Z",594,6.132,"no German loanword","Schedl added: It is probably on account of simply having more information provided by men, or women’s user behavior is different than men.","2023-12-04T11:48:17.226536Z"
"",593,543,"1","2023-12-04T11:48:45.447246Z",595,25.204,"no German loanword","In this regard, there are plans to further develop the system and include a stronger focus on traits that are considered to be more feminine.","2023-12-04T11:48:45.447246Z"
"",594,544,"1","2023-12-04T11:48:56.086925Z",596,8.665,"no German loanword","The Algorithm is Openly Available The findings and the algorithm were recently published during the Top Information Retrieval Conference (ACM SIGIR) and are openly available.","2023-12-04T11:48:56.086925Z"
"",596,545,"1","2023-12-04T11:49:14.003532Z",598,4.353,"no German loanword","So, if you have a bit of expertise in the area, we invite you to test the algorithm yourself.
","2023-12-04T11:49:14.003532Z"
"",599,546,"1","2023-12-04T11:49:43.640314Z",601,23.062,"no German loanword","Credit: Zoe Goldstein Airan Berg, the Circus of Knowledge director, has put together an exciting and inspiring program designed to appeal to young and old alike by introducing visitors to the circus ring featuring performances based on science and art.","2023-12-04T11:49:43.640314Z"
"",600,547,"1","2023-12-04T11:50:04.375123Z",602,17.406,"no German loanword","Guests can expect to enjoy three premieres and countless collaboration efforts and initiatives with local artists.","2023-12-04T11:50:04.375123Z"
"",601,548,"1","2023-12-04T11:50:47.568099Z",603,11.643,"no German loanword","Circus director Airan Berg remarked: Theater, music, dance, and literary readings - there will certainly be something for everyone!","2023-12-04T11:50:47.568099Z"
"",602,549,"1","2023-12-04T11:50:54.885545Z",604,5.207,"no German loanword","I look forward to seeing many visitors and working with the various artists and researchers who will breathe life into the Circus of Knowledge.","2023-12-04T11:50:54.885545Z"
"",603,550,"1","2023-12-04T11:51:03.543105Z",605,5.815,"no German loanword","Three fundraising events will take place in April, featuring performances focusing on current events that take a look at war and peace.","2023-12-04T11:51:03.543105Z"
"",604,551,"1","2023-12-04T11:51:11.808725Z",606,6.414,"no German loanword","There is no admission, however, donations are welcome and the proceeds will go to support displaced Ukrainian students in the JKU’s MORE program.","2023-12-04T11:51:11.808725Z"
"",605,552,"1","2023-12-04T11:51:37.147408Z",607,19.047,"no German loanword","Opening its doors for the first time on April 20 at 7:30 PM, the circus will free the stage for actress Anne Bennent (Salzburg Festival, Schiller Theater Berlin, Burgtheater) who will read from diaries written by Ukrainians in the war zone.","2023-12-04T11:51:37.147408Z"
"",606,553,"1","2023-12-04T11:51:42.453827Z",608,3.507,"no German loanword","The legendary Linz hip-hop band TEXTA will follow, performing their unique set.","2023-12-04T11:51:42.453827Z"
"",607,554,"1","2023-12-04T11:51:59.049856Z",609,13.236,"no German loanword","The program continues on April 23 at 7:30 PM featuring actor Johannes Krisch (Tatort, Landkrimi, Narziss, and Goldmund) and Larissa Fuchs (Theater an der Josefstadt, Berliner Ensemble) reading from Die Kaminsky Taktik by Christopher New.","2023-12-04T11:51:59.049856Z"
"",608,555,"1","2023-12-04T11:52:04.758062Z",610,3.705,"no German loanword","Published in 2005, the novel focuses on the author’s wife’s family.","2023-12-04T11:52:04.758062Z"
"",609,556,"1","2023-12-04T11:52:11.276442Z",611,4.617,"no German loanword","New’s wife, Christa, was originally from Hallstatt, Austria, and during WWII, her mother was the only Jewish woman living in Hallstatt.","2023-12-04T11:52:11.276442Z"
"",610,557,"1","2023-12-04T11:52:19.468730Z",612,3.913,"no German loanword","To escape and survive, Christa’s mother staged her own suicide.","2023-12-04T11:52:19.468730Z"
"",611,558,"1","2023-12-04T11:52:29.129288Z",613,3.67,"no German loanword","The reading will be accompanied by cellist Nikolai New (Haydn Quartet), the grandson of the story\s protagonist.","2023-12-04T11:52:29.129288Z"
"",612,559,"1","2023-12-04T11:53:36.417709Z",614,64.983,"no German loanword","To culminate the April events at the Circus of Knowledge, on April 30 at 7:30 PM, actor Klaus Maria Brandauer will read texts about war and peace, landscapes, and people under the motto Echo aus dunklen Räumen.","2023-12-04T11:53:36.417709Z"
"",613,560,"1","2023-12-04T11:53:41.566210Z",615,3.275,"no German loanword","Due to limited space, those interested are asked to register in advance to attend.","2023-12-04T11:53:41.566210Z"
"",614,561,"1","2023-12-04T11:53:48.303306Z",616,4.531,"no German loanword","See: https://www.jku.at/zirkus-des-wissens Beginning in May, guests can attend performances and, unless otherwise stated, simply pay a voluntary contribution.","2023-12-04T11:53:48.303306Z"
"",615,562,"1","2023-12-04T11:53:55.932677Z",617,5.096,"no German loanword","Airan Berg explains: The \Circus of Knowledge\ is a unique space in Europe and we want it to be open and accessible to everyone.","2023-12-04T11:53:55.932677Z"
"",616,563,"1","2023-12-04T11:54:06.539564Z",618,8.829,"no German loanword","It is an inclusionary idea mirrored in the ticket prices as starting in May, there is no set ticket price, but rather guests can pay as they can.","2023-12-04T11:54:06.539564Z"
"",617,564,"1","2023-12-04T11:54:29.425623Z",619,20.805,"no German loanword","Between May and June, visitors can enjoy the following performances: Paper Theater: The Lives of Great Researchers This new, unusual series will debut during the Long Night of Research on May 20, giving the audience an opportunity to experience parts of the lives of important scientists in a unique way through the art of Kamishibai, a 1,000-year-old form of Japanese paper theater.","2023-12-04T11:54:29.425623Z"
"",618,565,"1","2023-12-04T11:54:36.541052Z",620,4.351,"no German loanword","The first performance will focus on British mathematician Ada Lovelace (1815 - 1852).","2023-12-04T11:54:36.541052Z"
"",619,566,"1","2023-12-04T11:54:42.802393Z",621,4.273,"no German loanword","The audience can learn more about Lovelace’s life and work at the Circus on May 20 at 5:00 PM and again at 6:30 PM (ages 6+), admission is free!","2023-12-04T11:54:42.802393Z"
"",620,567,"1","2023-12-04T11:54:52.295947Z",622,7.703,"no German loanword","JKU Rector Meinhard Lukas enthusiastically remarked: Never before have the times and tales of great scientists been told like this.","2023-12-04T11:54:52.295947Z"
"",621,568,"1","2023-12-04T11:54:59.385285Z",623,5.267,"no German loanword","It is a fascinating, inspiring, and surprising format for visitors of all ages!","2023-12-04T11:54:59.385285Z"
"",622,569,"1","2023-12-04T11:55:09.173464Z",624,7.743,"no German loanword","The series will focus on approximately 20 researchers and scientists and the program will be continuously expanded.","2023-12-04T11:55:09.173464Z"
"",624,570,"1","2023-12-04T11:55:21.246718Z",626,4.815,"no German loanword","The JKU’s patron saint also plays a special role between May 19 – 25 as shadow theater performers present MondTraum & PlanetenKlang.","2023-12-04T11:55:21.246718Z"
"",625,571,"1","2023-12-04T11:56:04.339828Z",627,40.045,"no German loanword","Visitors will be whisked away to polymath Johannes Kepler’s world to experience a fantastic journey through time that tells the tale of his life and work (ages 8+).Dance & Robotics Between June 9 - 11, the Circus stage will be free for Split Subject by Silke Grabinger & Amir Bastan.","2023-12-04T11:56:04.339828Z"
"",626,572,"1","2023-12-04T11:56:22.303594Z",628,15.095,"no German loanword","SILK cie, Creative Robotics, and qapture invite you to a special kind of dance performance featuring robot dog, Spot, conquering the circus stage (ages 12+).","2023-12-04T11:56:22.303594Z"
"",627,573,"1","2023-12-04T11:56:38.528755Z",629,13.472,"no German loanword","A Stage to Support Diversity During June, a collaboration effort with the Linz-based inclusive cultural festival SichtWechsel will feature blind accordion player Otto Lechner making a guest appearance at the Circus of Knowledge on June 25 (7:30 PM) and June 26 (11:00 AM).","2023-12-04T11:56:38.528755Z"
"",628,574,"1","2023-12-04T11:57:55.954658Z",630,40.764,"no German loanword","As part of the debut Rubisco-Variationen – die Sonate der Photosynthese, he, Anne Bennent, and Anne Tismer will attempt to give a human face to the process of photosynthesis.","2023-12-04T11:57:55.954658Z"
"",629,575,"1","2023-12-04T11:58:13.706205Z",631,8.489,"no German loanword","Faculty members at the JKU’s Department of Physics contributed to the piece by providing their scientific expertise (ages 12+).","2023-12-04T11:58:13.706205Z"
"",630,576,"1","2023-12-04T11:58:40.609553Z",632,24.164,"no German loanword","Dance, Participation & Biology In cooperation with the JKU’s Department of STEM Didactics and Helix Projects Linz, the 2022 science book of the year by Michael Stavaric and Michéle Ganser, Faszination Krake, will be brought to the stage as part of a dance and video performance on June 28 & 29, beginning at 5:30 PM.","2023-12-04T11:58:40.609553Z"
"",631,577,"1","2023-12-04T11:58:49.691995Z",633,6.668,"no German loanword","The production not only includes JKU scientists and researchers, but also about 80 children (ages 6+).","2023-12-04T11:58:49.691995Z"
"",632,578,"1","2023-12-04T11:59:05.180270Z",634,13.389,"no German loanword","JKU Academics & Scientists Conquer the Circus JKU Rector Meinhard Lukas explains: I am very pleased that especially at the start of the program at the Circus of Knowledge, many JKU faculty members are taking part, thereby taking advantage of a unique opportunity to make their research more tangible and comprehensible in a low-threshold, innovative way.","2023-12-04T11:59:05.180270Z"
"",633,579,"1","2023-12-04T11:59:48.510835Z",635,41.458,"no German loanword","Up until July and under the motto Free the Stage for Computer Sciences, the JKU COOL Lab (Linz School of Education) will organize, among other things, close to 50 workshops and performances, giving young people an opportunity to learn more about the magical side of computer sciences and experience how exciting the world of algorithms can be (free admission!).","2023-12-04T11:59:48.510835Z"
"",635,580,"1","2023-12-04T12:02:49.112995Z",637,153.463,"no German loanword","With all of this in mind, free the stage as a unique theater venue opens its doors and invites young and old alike to experience the magic of science and the magic of knowledge!","2023-12-04T12:02:49.112995Z"
"",636,581,"1","2023-12-04T12:05:08.579448Z",638,136.528,"no German loanword","About the Circus of Knowledge opening ceremony in which Austrian President Alexander Van der Bellen also attended.","2023-12-04T12:05:08.579448Z"
"",637,582,"1","2023-12-04T12:06:29.867413Z",639,77.247,"no German loanword","The Circus of Knowledge, a place to support magic and curiosity, was built across from Schloss Auhof at the JKU as an open, inclusive and participative space to also break down barriers and make academia, science, and art accessible to young and old alike in a low threshold way.","2023-12-04T12:06:29.867413Z"
"",638,583,"1","2023-12-04T12:06:43.833211Z",640,12.074,"no German loanword","Visitors will be encouraged to experience performances by using all of the senses.","2023-12-04T12:06:43.833211Z"
"",639,584,"1","2023-12-04T12:07:19.903819Z",641,33.195,"no German loanword","Designed by architects Luger and Maul, the Circus of Knowledge was created to look like a classic dairy barn.","2023-12-04T12:07:19.903819Z"
"",640,585,"1","2023-12-04T12:08:41.304964Z",642,79.476,"no German loanword","The multifunctional wooden building can seat up to 300 people and the ring can simultaneously face both inward and outward.","2023-12-04T12:08:41.304964Z"
"",641,586,"1","2023-12-04T12:09:00.306561Z",643,9.977,"no German loanword","The stage doors slide open to look out at the courtyard.","2023-12-04T12:09:00.306561Z"
"",642,587,"1","2023-12-04T12:09:18.849199Z",644,5.423,"no German loanword","Funding for the Circus of Knowledge was made possible by former JKU Rector Richard Hagelauer.","2023-12-04T12:09:18.849199Z"
"",643,588,"1","2023-12-04T12:09:28.665359Z",645,7.939,"no German loanword","To mark his retirement, he provided the funds to build the “Circus of Knowledge” from his department’s externally acquired funds.
","2023-12-04T12:09:28.665359Z"
"",644,589,"1","2023-12-04T12:10:40.610804Z",646,67.513,"no German loanword","High school students close to graduation can attend the JKU’s annual 3-day “Studies Information Fair” free of charge to learn more about the wide range of educational opportunities available in Upper Austria.","2023-12-04T12:10:40.610804Z"
"",645,590,"1","2023-12-04T12:10:50.658161Z",647,6.571,"no German loanword","Opening of the 2021 SIM Representatives from other universities, universities of applied sciences, academies, healthcare profession institutions, the Austrian Armed Forces - and more!","2023-12-04T12:10:50.658161Z"
"",647,591,"1","2023-12-04T12:11:04.730653Z",649,7.295,"no German loanword","Stefan Koch, JKU Vice-Rector for Academic Affairs at the JKU, remarked: This studies fair showcases the broad range of educational opportunities.","2023-12-04T12:11:04.731353Z"
"",648,592,"1","2023-12-04T12:11:15.930537Z",650,8.149,"no German loanword","The JKU offers around 100 academic degree programs alone, including unique programs such as Artificial Intelligence and Medical Engineering.","2023-12-04T12:11:15.930537Z"
"",649,593,"1","2023-12-04T12:11:21.373449Z",651,3.742,"no German loanword","This is just a small selection of what is available to young people in Upper Austria.","2023-12-04T12:11:21.373449Z"
"",650,594,"1","2023-12-04T12:11:34.089694Z",652,13.05,"","I hope the visitors enjoy the studies fair","2023-12-04T12:11:45.609280Z"
"",653,595,"1","2023-12-04T12:12:27.521371Z",655,21.594,"no German loanword","In cooperation with the Upper Austrian government, the JKU organizes the annual Studies Information Fair in September, giving over 4,000 young people a unique opportunity to learn more about educational options in Upper Austria.
","2023-12-04T12:12:27.521371Z"
"",656,596,"1","2023-12-04T12:13:17.799519Z",658,42.418,"no German loanword","In November, the Kepler Blasorchester (KBO) competed in a performance level D concert evaluation in the district of Rohrbach, winning a gold medal by earning an incredible 93.9 points.","2023-12-04T12:13:17.799519Z"
"",657,597,"1","2023-12-04T12:13:26.836143Z",659,7.169,"no German loanword","As the first orchestra of the day, the KBO was allowed to open the concert evaluation, thereby setting the bar high for the other orchestras right from the start.","2023-12-04T12:13:26.836143Z"
"",658,598,"1","2023-12-04T12:13:40.764855Z",660,10.826,"no German loanword","The orchestra would like to thank conductor Christian Radner for his tireless efforts as well as the Johannes Kepler University for providing the new rehearsal hall.","2023-12-04T12:13:40.764855Z"
"",659,599,"1","2023-12-04T12:14:07.378772Z",661,24.186,"no German loanword","On November 27, 2022, the Kepler Wind Orchestra will hold a concert titled Magic Moments at the Kepler Hall beginning at 5:00 PM, featuring a variety of different works and scores for wind instruments.","2023-12-04T12:14:07.378772Z"
"",660,600,"1","2023-12-04T12:14:16.916271Z",662,7.289,"no German loanword","Admission is free, voluntary donations are gratefully accepted.
","2023-12-04T12:14:16.916271Z"
"",661,601,"1","2023-12-04T12:14:26.921096Z",663,6.598,"no German loanword","Medical studies at the JKU is Austria’s first medical degree program to be offered as part of a Bachelor’s-Master’s degree system.","2023-12-04T12:14:26.921096Z"
"",662,602,"1","2023-12-04T12:14:36.990037Z",664,6.565,"no German loanword","Impressions from the graduation ceremony The JKU’s Faculty of Medicine is educating a new generation of physicians.","2023-12-04T12:14:36.990037Z"
"",663,603,"1","2023-12-04T12:14:46.873806Z",665,6.969,"no German loanword","41 medical students have graduated and celebrated the successful completion of their studies.","2023-12-04T12:14:46.873806Z"
"",664,604,"1","2023-12-04T12:14:59.716853Z",666,10.989,"no German loanword","The academic ceremony took place at the new MED Campus (Lecture Hall 1) for the first time.","2023-12-04T12:14:59.716853Z"
"",665,605,"1","2023-12-04T12:15:48.783503Z",667,14.043,"no German loanword","Diplomas were conferred to two undergraduate students and 39 graduate students, whereby women made up the majority of Master’s recipients (24) as opposed to their male colleagues (15).","2023-12-04T12:15:48.783503Z"
"",668,606,"1","2023-12-04T12:16:00.980743Z",670,4.697,"no German loanword","Franz Fellner (Dean of Academic Affairs) attended the graduation ceremony.","2023-12-04T12:16:00.980743Z"
"",669,607,"1","2023-12-04T12:16:09.829962Z",671,4.972,"no German loanword","Vice-Rector Elgin Drda remarked: The shortage of physicians, especially on account of demographic developments, is an enormous social challenge.","2023-12-04T12:16:09.829962Z"
"",670,608,"1","2023-12-04T12:16:19.144507Z",672,7.52,"no German loanword","I am very pleased that the JKU’s Faculty of Medicine is contributing significantly to a high quality of healthcare in Upper Austria by offering a hands-on, future-oriented medical degree program.","2023-12-04T12:16:19.144507Z"
"",671,609,"1","2023-12-04T12:16:26.417989Z",673,3.827,"no German loanword","I would like to congratulate the future physicians and I wish them all the best in their future endeavors.
","2023-12-04T12:16:26.417989Z"
"",672,610,"1","2023-12-04T12:16:33.393645Z",674,5.049,"no German loanword","Published in the journal Science, a team of researchers describes a new signal transduction mechanism in the hippocampus.","2023-12-04T12:16:33.393645Z"
"",673,611,"1","2023-12-04T12:17:09.712401Z",675,34.353,"no German loanword","Professor Maren Engelhardt The standard textbook opinion is fairly undisputed: nerve cells in the brain receive information via their dendrites (branch-like cytoplasmic extensions of a cell), transmitting and processing them in the cell body before generating a potential action in the so-called axon, which then sends the information to the nearest nerve cell.","2023-12-04T12:17:09.712401Z"
"",674,612,"1","2023-12-04T12:17:32.886255Z",676,11.103,"no German loanword","A new publication in the journal Science has revealed initial evidence showing that some nerve cells in the brain\s memory center, the hippocampus of all places, do not conform.","2023-12-04T12:17:32.886255Z"
"",675,613,"1","2023-12-04T12:17:38.053900Z",677,3.291,"no German loanword","How do they do it and why?","2023-12-04T12:17:38.053900Z"
"",676,614,"1","2023-12-04T12:17:46.649854Z",678,6.899,"no German loanword","In order to keep the brain physiologically functioning, normal neuronal networks are controlled by a working rhythm.","2023-12-04T12:17:46.649854Z"
"",677,615,"1","2023-12-04T12:18:02.113971Z",679,13.546,"no German loanword","Disrupting the system’s balance can result in significant disorders, such as epilepsy.","2023-12-04T12:18:02.113971Z"
"",678,616,"1","2023-12-04T12:18:19.931243Z",680,14.846,"no German loanword","The standard nerve cell is made up of finely branched dendrites resembling tree branches, serving as a type of ‘input station’ to receive signals from other cells, the cell body, and the arising axon, and generating an all-or-nothing signal, the so-called action potential.","2023-12-04T12:18:19.931243Z"
"",679,617,"1","2023-12-04T12:18:26.153195Z",681,3.54,"no German loanword","The axon transmits signals to the downstream nerve cell.","2023-12-04T12:18:26.153195Z"
"",680,618,"1","2023-12-04T12:18:37.481307Z",682,9.458,"no German loanword","The nerve cell receives activating and inhibitory signals via the dendrites and the cell body, which are then processed together in the cell body.","2023-12-04T12:18:37.481307Z"
"",681,619,"1","2023-12-04T12:18:48.186473Z",683,7.946,"no German loanword","Based on whether excitation or inhibition is predominant, to put it simply, the signals are transmitted or not, amplified or weakened.","2023-12-04T12:18:48.186473Z"
"",682,620,"1","2023-12-04T12:18:55.676053Z",684,5.409,"no German loanword","This is how the brain protects itself from ‘overloading’ since not every incoming impulse is equally important.","2023-12-04T12:18:55.676053Z"
"",683,621,"1","2023-12-04T12:19:24.400180Z",685,26.378,"no German loanword","Discovering Blueprint Deviations Researchers have discovered that about half of the neurons located in the hippocampus not only do not conform to this standard blueprint, but in some cases, there are even considerable deviations (see attached image).","2023-12-04T12:19:24.400180Z"
"",684,622,"1","2023-12-04T12:20:19.481493Z",686,11.625,"no German loanword","Researchers have shown in previous studies that about half of these pyramidal cells in the axon originate directly from a dendrite as opposed to the cell body.","2023-12-04T12:20:19.481493Z"
"",685,623,"1","2023-12-07T09:19:50.728877Z",687,16.178,"no German loanword","This is important as normally many of the inhibitory synapses are attached to the cell body itself, thereby influencing signal processing significantly.","2023-12-07T09:19:50.728877Z"
"",686,624,"1","2023-12-07T09:20:24.896403Z",688,31.079,"no German loanword","Directly inhibiting the cell body plays a key role in synchronizing signal processing and transmission between areas of the brain in, for example, in triggering resting periods.","2023-12-07T09:20:24.896403Z"
"",687,625,"1","2023-12-07T09:20:32.189603Z",689,3.552,"no German loanword","Accordingly, it is an important component of the aforementioned network’s ‘working rhythm’.","2023-12-07T09:20:32.189603Z"
"",689,626,"1","2023-12-07T09:20:48.493751Z",691,13.359,"no German loanword","Prof. Dr. Maren Engelhardt elaborated: The pyramidal cell’s axon does not originate in the cell body but further away at a dendrite; so we asked ourselves whether or not it can evade this important inhibition.","2023-12-07T09:20:48.499058Z"
"",690,627,"1","2023-12-07T09:21:02.095357Z",692,12.502,"no German loanword","The physiologist from Heidelberg and the JKU anatomy professor have worked together professionally for several years, contributing their respective expertise in anatomy and physiology to this interdisciplinary project that focuses primarily on nerve cells and their structural-functional relationships.","2023-12-07T09:21:02.095357Z"
"",691,628,"1","2023-12-07T09:21:10.534294Z",693,6.516,"no German loanword","So, what happens inside of a neuronal network once the nerve cells – referred to as AcD cells - become active?","2023-12-07T09:21:10.534294Z"
"",692,629,"1","2023-12-07T09:21:21.681701Z",694,7.951,"no German loanword","Dr. Both and Prof. Engelhardt explained: A \signal short circuit\ allows nerve cells containing an axon at the dendrite to bypass the activity rhythm imposed by the neuronal network.","2023-12-07T09:21:21.681701Z"
"",693,630,"1","2023-12-07T09:21:33.965070Z",695,10.609,"no German loanword","The incoming signals do not even pass through the cell body, which are down-regulated during resting phases, but rather they enter the axon directly, triggering an action potential faster and more directly.","2023-12-07T09:21:33.965070Z"
"",694,631,"1","2023-12-07T09:21:40.706760Z",696,5.754,"no German loanword","The researchers added: The more inhibited the pyramidal cells are, the more important the mechanism seems to be.","2023-12-07T09:21:40.706760Z"
"",695,632,"1","2023-12-07T09:21:59.521882Z",697,17.285,"no German loanword","The reason is that only then are these special cells containing a dendrite-axon conduction active, while their ‘colleagues’ are asleep.","2023-12-07T09:21:59.521882Z"
"",696,633,"1","2023-12-07T09:22:05.642345Z",698,5.042,"no German loanword","Just what kind of information is so important that it is passed on despite being in the resting phase?","2023-12-07T09:22:05.642345Z"
"",697,634,"1","2023-12-07T09:22:09.805628Z",699,3.571,"no German loanword","It is a mystery that researchers intend to explore further.","2023-12-07T09:22:09.805628Z"
"",698,635,"1","2023-12-07T09:22:14.888886Z",700,3.86,"no German loanword","The researchers suspect that this may be the brain’s way of ensuring that it retains important information.","2023-12-07T09:22:14.888886Z"
"",699,636,"1","2023-12-07T09:22:24.150291Z",701,8.151,"no German loanword","The hippocampus’ anatomy and its connective functions could perhaps indicatively explain why so many AcD neurons seem to be there in particular.","2023-12-07T09:22:24.150291Z"
"",700,637,"1","2023-12-07T09:22:34.253620Z",702,9.224,"no German loanword","Mammals have two hippocampi, one on each side of the brain in the depth of the temporal lobe, playing a key role in transferring memories from short-term to long-term memory.","2023-12-07T09:22:34.253620Z"
"",701,638,"1","2023-12-07T09:22:37.068010Z",703,2.138,"no German loanword","They are also responsible for location memory.","2023-12-07T09:22:37.068010Z"
"",702,639,"1","2023-12-07T09:22:41.656781Z",704,3.236,"no German loanword","In addition, the two hippocampi synchronize the brain’s two hemispheres.","2023-12-07T09:22:41.656781Z"
"",703,640,"1","2023-12-07T09:22:52.300416Z",705,7.836,"no German loanword","The researchers speculated: Perhaps the cells we studied are responsible for maintaining communication between the brain’s hemispheres.","2023-12-07T09:22:52.300416Z"
"",705,641,"1","2023-12-07T09:23:10.339319Z",707,3.569,"no German loanword","AG Burgalossi works at the Institute of Neurobiology at the University of Tübingen.","2023-12-07T09:23:10.339319Z"
"",707,642,"1","2023-12-07T09:23:20.721631Z",709,4.553,"no German loanword","[The JKU Astros womens basketball team is reaching for the stars, making it to the semifinals on the first try.","2023-12-07T09:23:20.721631Z"
"",709,643,"1","2023-12-07T09:23:38.489030Z",711,13.051,"no German loanword","They remain in the race for the title and who knows what other surprises are around the corner., Lisa Ganhör, currently at the top of the ASCL MVP standings, is delighted and remarked: JKU students have been a major part of our success.","2023-12-07T09:23:38.489030Z"
"",710,644,"1","2023-12-07T09:23:45.206970Z",712,5.672,"no German loanword","The ACSL and JKU Astros community fan energy during the games is off the charts!","2023-12-07T09:23:45.206970Z"
"",711,645,"1","2023-12-07T09:23:53.113443Z",713,6.813,"no German loanword","Now, of course, we want to pull off the upset of the year and bring the title home to the JKU Linz!","2023-12-07T09:23:53.113443Z"
"",712,646,"1","2023-12-07T09:24:07.717696Z",714,13.759,"no German loanword","Stephan Schanung, head coach of the JKU Astros women’s team, also had plenty of high praise for the women’s team and believes the title is within their grasp: The team has undeniably improved during the course of the season and it reflects in their performance!","2023-12-07T09:24:07.717696Z"
