,text, label;;;;
10234,"If you are close to the idea of making the world around you cleaner, you can always join the guys and make your contribution to the “green” future of the planet.",
10235,"If you are close to the idea of making the world a cleaner place, you can join the ReGreen movement We have already started collecting caps from plastic bottles and plastic bags for new souvenirs.
",
10236,"In the summer, the situation with the coronavirus improved to such degree that universities, including Polytechnic University, decided to start the new academic year in classes, observing the mask regime and other preventive measures.",
10237,"However, the coronavirus did not give up, and the incidence began to grow and in November in St. Petersburg it exceeded the May maximum by almost three times.",
10238,"Unfortunately, mortality is also on the rise.",
10239,"Therefore, Governor Alexander BEGLOV decided to reintroduce temporary restrictions in the city and turned to university rectors with a request to organize the educational process and the upcoming session in a distance format for the maximum possible number of students and postgraduates.",
10240,"SPbPU Rector Andrei RUDSKOI signed an order to introduce a special work regime for the university starting November 16.This means that students will study remotely, and teachers and staff will work on a combined schedule (combining face-to-face and remote formats) to reduce the number of people simultaneously present on the premises.",
10241,Dissertation Councils will continue to work in compliance with the prevention and safety measures provided for in the “Methodological Recommendations for Safe Operation of SPbPU in an Unfavorable Sanitary and Epidemiological Situation in the Russian Federation.”,
10242,The same requirements apply to scientific research.,
10243,Employees belonging to risk groups shall be transferred completely to the remote work format.,
10244,The holding of mass events of more than 70 people in the premises of the university is limited.,
10245,"Entrance control in educational buildings and dormitories will be made stronger, as well as control of the mask regime and the time of absence of residents in dormitories.",
10246,"University employees and students are advised to refrain from traveling outside the Russian Federation, including on academic mobility programs, and to limit travel in Russia.",
10247,"At the Military Training Center, the educational process will end on December 1.",
10248,"Nonresident students staying in dormitories of the student campus are advised to return to their permanent residences for the period of distance learning, suspending the rental agreements on a personal request (the place in the dormitory will remain reserved but no fee will be charged).",
10249,Reimbursement of travel expenses for nonresident students living in dormitories in case of their departure before December 1 (for those studying at the Military Training Center before December 5) shall be provided.,
10250,Interaction with foreign partners is completely transferred to a remote format.,
10251,"Training of foreign citizens under pre-university training programs and the study of the Russian language will be held in person, but in small groups, taking into account the possibility of their on-premises placement.",
10252,Foreign students living in dormitories will be provided with conditions for continuing their studies in a distance mode.,
10253,Students of international educational programs in engineering and technical areas are recommended to conduct practical and laboratory classes in full-time format in compliance with the “Methodological recommendations for conducting safe activities of SPbPU in an unfavorable sanitary and epidemiological situation in the Russian Federation.”,
10254,"Distance learning will run from November 16 to February 6, 2021.",
10255,"The winter session will be organized in online mode.
",
10256,It is really difficult to define a moment when students startups in the modern educational system stopped being associated with something new and unusual.,
10257,"Even more, ideas to make startup equivalent to traditional graduate thesis are discussed at government level, and as everything new they have their pros and cons.,",
10258,"Peter the Great St. Petersburg Polytechnic University is on trend: the University encourages students startups, and business-ideas of young scientists are supported by Business incubator Polytechnic., During the previous academic year Polytechnic students took part in various ambitious projects: unique discussion platform Foresight Fleet 2017, final of the track TechNet - the largest start-up accelerator GenerationS in Russia and Eastern Europe, world competition for young entrepreneurs in Hong Kong, etc.",
10259,Short-term programs of SPbPU also correspond with the modern trends.,
10260,"For example, under the educational module Global Entrepreneurship: Design Thinking and Start-Ups of International Polytechnic Summer School, which took part in September, 2017, the students presented their own startups at the end of their studying.",
10261,"Arina VOLKOVA (Russia), Christophe CLARET (Germany) and Vahab HASIRI (Iran) after the end of the program shared their impressions.",
10262,They are sure: the knowledge and experience they had during the Summer school will definitely be useful for their future life.,
10263,", Arina and Christoph worked in a team where also were students from France, Italy and China On a one hand, we knew plenty useful information and learnt a lot, on the other hand, there was lots of fun, - says Christoph, - we created our tool from scratch: brainstormed everything, made researches, developed business-ideas and presented out product to the audience., Arinas and Christopshs team was thinking about daily problems.",
10264,"We came to the solution that when you are in a rush, you have a problem that if you drink coffee, or eat something you can muck your clothes.",
10265,So we invented a tool that can clean your clothes in any situation - says Arina.,
10266,",",
10267,Their team invented a portable cleaner.,
10268,"This gadget is no bigger than a smartphone, and contains both iron and cleaning substance.",
10269,"You can carry it in your bag, and it wont take much space – the inventors assure.",
10270,"The group had to do a lot: they defined a target audience (businessmen with every minute planned with precision), discussed the details with engineers (they confirmed that this product implementation was possible), planned a budget, presented ideas of market promotion of a product.",
10271,"And, of course, the students defined and analyzed the main competitors.",
10272,"A similar device exists in the real market, but the group met those portable iron with a critical eye.",
10273,You can only iron your cellar or cuffs with this gadget.,
10274,"Of course, it is better than nothing, but our tool is able to iron the whole shirt or trousers, and its price would be really low - says Arina.,",
10275,"In Vahabs team there were students from Russia, France, Germany and China.",
10276,All of the students were interested in sport.,
10277,"On a final presentation they presented a special bandage, which could protect sportsmen from injuries and even replace the necessity of doing some medical operations.",
10278,", We are seriously keen on this device, that is why I cannot describe the entire idea: we have all the chances to implement it in a real market, - says Vahab, - the diversity of cultures created amazing working atmosphere.",
10279,"I was very glad to meet people from different countries, to have a teamwork with them, to create a business project together.",
10280,"That is one of the biggest advantages of such educational programs: people learn to understand each other, respect the opinions of each other, and listen to each other.",
10281,"I am grateful to International Polytechnic Summer School for such an opportunity, and without any hesitation will recommend it to my friends and acquaintances., A combination of science and art paves the way for new creative and brave ideas, which have all the chances to be successfully implemented.",
10282,"The examples of students who had not only presented their projects, but also had proved their right to exist, show once again, that there is no harm in dreaming, but there is a lot of harm in inactivity.",
10283,"As an ancient Roman writer and scholar Pliny the Elder told: How many things, too, are looked upon as quite impossible until they have actually been effected?
",
10284,"February 19 is a special day in the history of our university: 119 years ago, by an order of S.Yu.",
10285,"WITTE, Minister of Finance of the Russian Empire, St. Petersburg Polytechnic Institute was founded.",
10286,"Traditionally, this event is celebrated with a gala ball to which the best SPbPU students are invited with their companions.",
10287,"This time, more than 100 dance couples of gifted and goal-oriented girls and boys waltzed on the historical parquet of the Fundamental Library.",
10288,"According to the ceremony, the ball started with the anthem of our University followed by the record of the address of the first director of Polytechnic Institute Prince A.G. GAGARIN Prince GAGARIN had greeted the first Polytechnic students in exactly these words: In our eyes, you are the future and the hope of Russia.",
10289,"The mission of the university, which Prince Gagarin formulated 119 years ago, remains quite essential in our days.",
10290,"Starting the ball, leaders of the University warmly greeted the present generation of Polytechnic students.",
10291,Vice Rector on Research Vitaliy V. SERGEYEV addressed the students.,
10292,To be a Polytechnic alumnus is more than just getting education here; it means to become a member of a big family.,
10293,"Never mind where you happen to be, a Polytechnic alumnus would always be a dear and akin person, the Vice Rector said.",
10294,Students achievements in education and science open enormous prospects to them.,
10295,"Many of the students can already impress with personal scholarships, grants, and implemented projects.",
10296,"Right on the stage, the Vice Rector on Research awarded with diplomas and gifts the best of the best, those who had most brilliantly displayed themselves through 2017.",
10297,", For example, postgraduate student of the Department of Physics of Semiconductors and Nanoelectronics, IPN&T, Ivan Makhov, not only has he been for two years the holder of an RF President scholarship, he also is the leader of a state order grant of the Ministry of Education and Science of Russia.",
10298,"The young scholar is motivated by the grand and noble mission to make sure that the unique results achieved by the laboratory staff were broadly used in practice, i.e., in health care, industry, and even the security sphere Recipient of the Medal of the Russian Academy of Sciences graduate student of IAMM Dmitry TRETYAKOV was also one of the university awardees.",
10299,"For three years, within the frame of an RNF grant, together with the staff of the Department of Mechanics and Control Processes he had been engaged in the researches in the sphere of ultra-sound diagnostics.",
10300,"Dmitry was in charge of the entire scope of experimental work; at 24, he is already author of 35 scholarly articles.",
10301,The Orchestra of the Peter the Great Naval College and disciples of the Polyvoks studio of academic and pop vocalism helped to create the festive atmosphere of the ball.,
10302,"Each year, the traditional ball timed with the university\s birthday gets more and more solemn and beautiful.",
10303,"To a big extent it is so thanks to the young people themselves: they dress up, young men wearing suits and young ladies in evening gowns.",
10304,"As if this all is taking us back, into the atmosphere of the 18th - 19th centuries; the most important thing is that the very event of the ball is absolutely in the spirit of St. Petersburg.",
10305,"It is so pleasant to be in the company of young, talented, smart, beautiful, and civilized young people, graduate student of IAPT Margarita MURZINA, a novice of the ball, shared her impressions.",
10306,"After a waltz and mazurka, and even the traditional thread-the-needle, the dancers moved to more advanced genres and showed their full force at the disco: the ball ended with lively dances to the most popular hits.
",
10307,Dear students!,
10308,Please accept my sincerest congratulations on Russian Student Day!,
10309,"This holiday is always associated with youth, ambition, determination, diligence — the qualities that you, dear friends, are undoubtedly endowed with.",
10310,"I am happy that you, the current Polytechnic students, are open and cheerful people, who respect traditions, who know how to appreciate the present and who look towards the future with hope.",
10311,"You are boldly moving forward, accepting the challenges of our times, coping with difficulties, creating new meanings, and building only your unique path.",
10312,"Our university is a leader in many areas, and I am proud of you, our young people — talented, ambitious, with an active life position.",
10313,"I am proud of your successes not only in education but also in science, sports, art, and labor.",
10314,"I sincerely wish that your student years will be the best and most memorable in your life, good grades and useful knowledge!",
10315,"I wish not to lose the ardor and courage of true explorers, to conceive the impossible and make your dreams come true!",
10316,Take care of yourself and be healthy!,
10317,"Rector of SPbPU Academician of the Russian Academy of Sciences Andrei Rudskoi
",
10318,Congratulations on the new academic year!,
10319,"We wish you to be consistent, successful and achieve all your goals!",
10320,"Please, take care and stay safe!",
10321,Don’t forget about coronavirus prevention measures: The detailed information about coronavirus prevention measures you may find at the special page on our website.,
10322,Also you will find there information about the beginning of the new academic year for international students.,
10323,Peter the Great St. Petersburg Polytechnic University protects its students and staff.,
10324,We have purchased special disinfectants and thermal imagers for remote temperature measurement.,
10325,Our management personnel is trained on the use of special disinfectants and other decease prevention actions.,
10326,"Also remember, that international students are allowed to the educational process after 14 days of isolation (since the date of entry into the Russian Federation), with a test for COVID-19 on days 10-12 by the PCR method.",
10327,Dear students!,
10328,Please be conscious.,
10329,We all hope that this difficult time will end soon and we will all return to our ordinary life.,
10330,Our university provides you great opportunities for self-realization.,
10331,"You will not only get here knowledge, but also develop your talents.",
10332,"Study, make new friends, achieve new goals and may your most brave ideas come true!",
10333,"Welcome to Polytech!
",
10334,The press-tour on the exhibition of art objects of the Termen Project took place at Peter the Great St. Petersburg Polytechnic University.,
10335,The exposition is held in the framework of the 2nd Art Weekend Curatorial Forum and the Open Doors Day of St. Petersburg galleries and art spaces.,
10336,"Such an Open Day allows the general public to get acquainted with the modern art, take part in lectures and discussions, and visit performances, exhibitions and excursions on different city platforms.",
10337,Curatorial Forum events are organized by the North-West branch of the Pushkin State Museum of Fine Arts with the support of St. Petersburg Foundation for Innovations.,
10338,The press-tour at Polytechnic University brought together journalists and art critics of the leading St. Petersburg and Russian media sources.,
10339,"The event began at the art-object “Eyes on a Chain” in the lobby of the Technopolis Polytech Research and Development Building with welcoming speeches by Maria KATTS, head of the North-West branch of the Pushkin State Museum of Fine Arts; Sergey SALKUTSAN, Director General of the St. Petersburg Fund for Initiatives and Deputy Head of the Directorate of the NTI Research and Development Center, and Marianna DIAKOVA, head of the SPbPU Public Relations Department.",
10340,"“The participation of Polytechnic University in the project is not a coincidence; this year, the Curatorial Forum is actively working with university platforms to show and reveal the potential of the relationship between education, science and contemporary art,” explained S. Salkutsan.",
10341,The participants of the press-tour could feel this connection through the amazing harmony of the modern art object with the atmosphere of Technopolis - the main innovation and scientific center of the university.,
10342,The author of the art object “Eyes on a Chain” Ekaterina SOKOLOVSKAYA told about its concept and creation technology.,
10343,"The work was based on the idea of transformation of memories through bodily images and active experience of one’s own body, looking at it from the inside, from the first-person perspective.",
10344,"Then the press tour continued around the Polytechnic University campus, in the yard of the Mechanical Building and near the Hydro Tower.",
10345,"The objects of the Termen Art Project, created by artists Jan POSADSKY and Oleg SOROKO, are located at these points.",
10346,"The authors devoted their works to Lev Termen, a graduate of Polytechnic University, the creator of Thermenvox and “forefather” of electronic music.",
10347,"The art objects of the Termen Project are scattered all over the University: “Thermenvox” is in front of the Water Tower, “Tesla” is in the air duct near the Mechanical Building, and “Hands in the Hemisphere” are covering the fountain “We” near the 1st Academic Building.",
10348,"All three objects were made using AR-technology (augmented reality technologies) - to view them, journalists needed a smartphone, on the screen of which appeared augmented graphics and the thermenvox music accompaniment.
",
10349,An exception is only those maintenance services if the university life is impossible without them.,
10350,"According to the Decree of the President of the Russian Federation “On the announcement of days off in the Russian Federation” and the Order of the Minister of Science and Higher Education of the Russian Federation, during the period of March 30 - April 5 at Peter the Great St. Petersburg Polytechnic University nobody is working.",
10351,Such preventive measures have been taken to stop the spread of coronavirus infection in our country.,
10352,According to the Order of SPbPU Rector of Andrei RUDSKOI the salary for this period will be fully paid.,
10353,Only employees of the units providing the university’s vital functions are supposed to work.,
10354,Students will have a vacation from March 28 to April 5.,
10355,You can take a break from distance learning and return to it after a week with renewed strength.,
10356,"The main thing is not to relax and do not forget about prevention, avoid crowded places, wash your hands, use sanitary napkins, antiseptics and, if possible, medical masks.",
10357,"It is better to stay at home or if you have to go out keep a distance with other people.
",
10358,"The academic year 2019/2020, perhaps the most unusual in the history of Polytechnic University, is coming to an end.",
10359,"Almost the entire second semester, starting from March 16, students and teachers did not attend the classrooms, classes were conducted remotely and exams were taken in the same mode.",
10360,"Of course, in the earlier history there were periods when life in Polytechnic Institute would come to a stop.",
10361,"From January 1905 to September 1906, no classes were held because of the first Russian revolution.",
10362,"Later, the Great Patriotic War interrupted regular studies.",
10363,"And now, quite a peaceful year of 2020 brought a new threat, this time from an unknown coronavirus infection that swept the world.",
10364,But the life of present-day Polytechnic University would not stop for a day.,
10365,"Competent operational management, well-developed high technology and qualified IT-specialists provided the university with the opportunity to continue educational, scientific, and social activities in online format.",
10366,"Since the unexplored disease turned out to be quite contagious, it was vital to reduce contacts among people, to cancel mass events, including classes in classrooms and laboratories.",
10367,Training was conducted remotely and students could study at home without using public transport.,
10368,The Polytechnic University administration suggested that students from outside the city should return home for this period.,
10369,But not everybody could do that; strict rules were established and preventive measures taken in dormitories for the safety of residents.,
10370,"However, it was impossible to trace every step of each person, especially when they left the dormitory.",
10371,"The nature of the new coronavirus is such that it is possible to pick it up even going out for a while, as not all Petersburgers consider it necessary to wear masks, violating the requirements of the city authorities.",
10372,"Thus, a student of the Polytechnic College, who lives in dormitory 16, was hospitalized, and 110 people who stayed s in the dormitory when his diagnosis was confirmed were quarantined.",
10373,"The university undertook to provide the students with food, water and everything they needed upon their request.",
10374,"For moral support they announced a flash mob in social networks #Polytechtogether, where everyone who wanted to support the guys posted their photos with the appropriate hash tag.",
10375,"Everything ended safely, the person got well, the observation was removed.",
10376,"But after a while, the story repeated itself in dormitory 13 for international students.",
10377,"And again quarantine was imposed, and now 540 people, complying with the requirements of Rospotrebnadzor, were kept indoor.",
10378,"Fortunately, thanks to the timely measures taken, everyone is also healthy there.",
10379,"We must pay tribute to the students who found themselves in such a difficult situation: they kept firm, did not whine and did not complain.",
10380,We asked some of them to share their feelings about the ordeal.,
10381,"Bibars Bara, graduate of the 3rd course in Advertising and Public Relations: The quarantine period was quite difficult, a little chaotic in the beginning, and this is understandable, since there is no experience with such situations, but I think the leaders of Polytechnic University did everything possible.",
10382,All students living in dormitories were paid material assistance; every day doctors measured the temperature of all of us; masks and antiseptics could be found in the kitchens and corridors; there was an opportunity to contact a psychologist free of charge.,
10383,It should also be noted that the commandant of the dormitory was always in touch and did everything she could to listen to and reassure the students.,
10384,"At first, only three floors were closed and only one person from each room was allowed to go out once in two days to a shop or to a pharmacy, to buy everything necessary for themselves and their neighbors.",
10385,"Then the dormitory was completely closed; groceries could be bought only online and received only through a security guard or volunteers inside the dormitory, who, in my opinion, did a huge and amazing job!",
10386,"It was possible to cook twice a day, according to the schedule, each block had 30 minutes; cleaners cleaned all the corridors on daily basis, sometimes twice a day.",
10387,"The staff of the Higher School of Media Communications and Public Relations, where I study, were also in touch with all the students who were in quarantine, supported them morally, and brought food.",
10388,They even prepared a surprise for a girl for her birthday: they brought her a cake and gifts!,
10389,"While we were in quarantine, the session started and the preparation for it took all the time.",
10390,"I can say that this is, of course, was an unforgettable period, although not in a good sense.",
10391,I am sure that the university management did everything they could to make sure that the quarantine would end safely for the students.,
10392,"I hope that this will not happen again, neither here nor elsewhere.”",
10393,"Abubaker Issa, Master\s degree graduate in Software Engineering, ICST: There were people who had a hard time withstanding quarantine, but it went well for me.",
10394,"I had time to focus on my dissertation, time to practice what I learned at university, and time to relax.",
10395,"When we wanted to buy groceries, we would order them online, and the volunteers assigned to us by Polytechnic University would bring them.",
10396,"The union supported us financially, and the PolyUnion club helped the students at the preparatory faculties.",
10397,"Nguyeng-Hang, graduate of the 2nd year in Advertising and Public Relations: During the quarantine, I felt a little scared at first, but I was able to cope.",
10398,"I tried to clean the room thoroughly, wash my hands often, wear a mask while cooking, and follow the rules of the dormitory.",
10399,"Polytechnic University was very helpful, sending us food, masks and gloves.",
10400,"In addition, the university staff cheered us up when we were isolated.",
10401,I used to exercise in my room to stay healthy and prepare for exams.,
10402,"Of course, it was a hard time, but I had to go through it to protect myself and others.",
10403,"I have good memories about the help from Polytechnic University, which supported us both physically and morally, from which I can conclude that Polytechnic University is a very good and friendly school.",
10404,"Thank you very much, Polytechnic University.",
10405,"As of 15 June, Polytechnic University has partially lifted its austerity measures during the pandemic, and as of 28 June, some restrictions in the campus were lifted.",
10406,"However, the university management urges all employees and students not to relax.",
10407,"The risk remains, so it is necessary to maintain the increased requirements for the admission regime on the campus and to support the work of the special zone of residence in the Student campus,” suggested at an online meeting of the SPbPU Academic Council Vladimir GLUHOV, head of the administrative staff of the rector and the operational headquarters to counter the spread of coronavirus infection.",
10408,"“This experience should be preserved for the future, to use in any situation that may arise there.",
10409,"I also believe that it is necessary to create a special commission on safety and emergency situations aircraft with the highest governing body of the university, i.e., the Academic Council.",
10410,"Rector of SPbPU Andrei Rudskoi supported the proposal to form a commission: We need such a working body at the Academic Council, because the challenges arise quite unexpected.",
10411,"Figuratively speaking, it\s too early to cover weapons.",
10412,The situation is very difficult in St. Petersburg; there may be a surge in late August when students from the regions return here.,
10413,"We\ll consult with the ministry, but we must realize that maybe we\ll continue our distance learning.”
",
10414,After more than two weeks of self-isolation someone could think that the rules have been relaxed.,
10415,"We can see more people going outdoors, wandering the streets, meeting friends, etc.",
10416,"The Statistics shows the effects from that: for April 12 in Russia there were more than 15,700 confirmed cases of coronavirus (COVID-19).",
10417,"Among them 2,186 new cases were revealed yesterday.",
10418,"Here is the important information about Polytechnics:   Dear students, despite the good weather and apparent well-being, we should not relax and take the situation irresponsibly.",
10419,We know the cases when some of our students try to enter other dormitories usung someone elses pass.,
10420,"Dont you think that such behaviour is not smart, and you just put other people at risk?, More than 700 students of the St. Petersburg I.I. Mechnikov State Medical Academy were placed under quarantine in the dormitory on Prospekt Prosvescheniya.",
10421,They had spend in isolation 2 weeks without being able to go outside.,
10422,Just think of it: 2 weeks without fresh air.,
10423,700 people!,
10424,"Please, be conscious and prudent.",
10425,Dont relax and take the situation irresponsibly.,
10426,The virus forgives no negligence!,
10427,"Do not neglect the rules of life dictated by the pandemic, take care of yourself and stay home!
",
10428,Vaccination of international students at Polytechnic University continues.,
10429,"Since the end of August, when a large-scale campaign started, more than 700 foreign citizens who study at SPbPU have already been vaccinated against coronavirus.",
10430,There have been significant changes in the organization of the vaccination procedure since the beginning of November.,
10431,"For the convenience of foreign students, a weekly shuttle service to Polyclinic № 68 in Sestroretsk has been organized.",
10432,By agreement between the clinic and the university administration international students of SPbPU can get a coronavirus vaccine «Sputnik Lite» on more favorable terms than in other medical institutions of St. Petersburg.,
10433,"To make an appointment for vaccination, as well as to get a detailed consultation, foreign citizens need to send an application to the e-mail address nedelko_ps@spbstu.ru.",
10434,"In the application form, it is necessary to specify the surname, first name and patronymic (if any), name of the institute, group number, and contact phone number.",
10435,The weekly transfer is organized at the university primarily for the convenience and safety of international students.,
10436,"We are closely monitoring the current situation, which, unfortunately, is not easy at the moment, commented Pavel NEDELKO, assistant vice-rector for international affairs at SPbPU.",
10437,"At the same time, we are focused on organizing extracurricular activities for our foreigners, because besides medical care they all certainly need moral support.",
10438,The current epidemiological situation imposes several restrictions on extracurricular activities.,
10439,"For example, offline activities in the international PolyUnion student club are now limited to a simultaneous number of participants of up to 40 people (subject to all measures against coronavirus infection).",
10440,TutorForces is also switching to a mixed mode of operation.,
10441,We surveyed our international students about their preferences for activities.,
10442,"As expected, the majority were in favor of keeping live communication as much as possible, albeit with limitations, said PolyUnion head Shukrona ZARIPOVA.",
10443,"Of course, we will try to take into account the wishes of the students and alternate offline and online events.",
10444,"We will continue to hold meetings, conversation clubs, film screenings, online games, and much more.",
10445,"To keep up with the latest news, we recommend subscribing to the accounts of the international student organizations at Polytechnic University for international students in social networks.",
10446,"The official TutorForces pages can be found here: Facebook, Vkontakte, and Instagram.",
10447,"PolyUnion Interclub accounts are available at these links: Facebook, Vkontakte, Instagram.
",
10448,The Tutor Forces tutoring service at Peter the Great St. Petersburg Polytechnic University has turned exactly five years old.,
10449,"From year to year, its members — tutors — help international students from SPbPU to adapt to life in Russia, solve educational and everyday problems, and hold various events.",
10450,"During this time, several generations of tutors have changed within the walls of Polytechnic University, but the core values of the service remain the same.",
10451,"The Tutor Forces are not just a team of like-minded people, it is a close-knit family of Polytechnic students who always help foreign students to get accustomed to the educational and cultural environment.",
10452,"Pavel NEDELKO, the Tutor Forces’ founder and ideological inspirer, deputy director of Higher School of International Educational Programs of SPbPU, told about what new happened in the life of tutors during the past years and about the plans for the next «five years».",
10453,"— Pavel, when you created the Tutor Forces, what goals did you set for yourself?",
10454,"Five years later, can you say that you are moving in the direction you originally planned?",
10455,— The idea originally came from the SPbPU International Office.,
10456,"Every year the staff was looking for Russian students who wanted to participate in the buddy program — to meet international applicants and students, to be involved in the organization of the welcome week.",
10457,"At that time, this was most often solved with the help of student interns, but as such a well-established system did not exist.",
10458,I liked the idea.,
10459,"I at that time just became responsible for the extracurricular training of foreign students in the foundation university program, and I was in acute need of assistants.",
10460,"Therefore, our main goal was to create a sustainable system, through which the Russian students of Polytech could help foreigners adapt to Russia.",
10461,"Five years later, we can say that we have succeeded.",
10462,"The organization exists and develops, new projects appear all the time, the recognition is growing.",
10463,"There have been several generations of tutors in the organization, the heads, whom we call «presidents,» have changed, but every year our Tutor Forces are ready to meet new international students who come to Russia and help and support them.",
10464,— How much has the scale of your activity changed in five years?,
10465,— Let me give you an example of our event activities.,
10466,"In 2016, tutors held only 7 events, which were attended by about 150 foreigners.",
10467,And in 2019 we have organized more than 40 diverse events for more than a thousand students.,
10468,"In addition, in 2018, we opened the international student club PolyUnion, where all extracurricular work with international students is concentrated, and where the Tutor Forces are residents.",
10469,"There are regular language clubs, film screenings, national parties, and more.",
10470,"Every year we start with the official opening of the Interclub season, then we celebrate Interclub Birthday (November 22), then New Year, Shrovetide.",
10471,"This year, the guys decided to celebrate Nowruz, the holiday of spring.",
10472,The year ends with the official closing ceremony of the season.,
10473,And the main organizer of all these events is the Tutor Forces team.,
10474,"— Speaking of events, which ones are your most memorable?",
10475,— I would highlight a few.,
10476,The opening and the next year’s birthday celebration of the Interclub.,
10477,"These events were held in the presence of distinguished guests, and the tutors showed a very high level of professionalism in organizing events.",
10478,"Celebration of New Year «DIY Christmas tree» because it is always fun, easy and family-style.",
10479,Foreigners are already more or less settling in and starting to feel at home by this point.,
10480,It’s so nice to see!,
10481,"And, perhaps, Nowruz.",
10482,We celebrated it for the first time in 2021.,
10483,"The guys wanted to organize it for a long time, but various circumstances kept getting in the way.",
10484,"This year, too, the coronavirus pandemic made restrictions, but still, Nowruz took place, albeit in a somewhat truncated format.",
10485,Next year we want to turn it into a real festival!,
10486,"— Were there any difficulties, difficulties during these 5 years?",
10487,"Were there any problems that foreign students approached you with, and which were successfully resolved?",
10488,"— There were difficulties, of course.",
10489,"At the initial stage, it was building the work of the organization, understanding the goals and objectives.",
10490,I remember that we met with the students every week to decide what and how we would do next.,
10491,"Then there was a difficult moment when the first group of presidents, who were at the very beginning of the organization, left, and we had to hand over power to the new presidents.",
10492,"All this coincided with the pandemic, so the new guys had to urgently learn crisis-management skills.",
10493,But the organization persevered and rebuilt itself.,
10494,"The problems with which international students come to the Tutor Forces are sometimes difficult, but, let’s say, commonplace.",
10495,"Someone needs to be met (sometimes late at night), someone needs help with the paperwork, someone has lost his passport and asks to go to the police with it.",
10496,"There were different situations, but the tutors managed to solve them all.",
10497,— What do you think Tutor Forces has become for international students?,
10498,— Tutor Forces is a big family for both tutors and international students.,
10499,They are always happy to help.,
10500,"The kids walk, learn and socialize together.",
10501,I was very glad to see that starting from the second Tutor School international students who had been studying at Polytech for several years and wanted to help their compatriots joined the organization.,
10502,"It was these guys who later became an asset of the PolyUnion Interclub, which has now evolved from just a venue for events into a separate student organization.",
10503,— Does the management of Polytechnic University support your endeavors?,
10504,—,
10505,The university administration pays a lot of attention to international students and all projects related to the internationalization of higher education.,
10506,The Tutor Forces are not exempt from this attention.,
10507,"For example, with the appearance of the Interclub, the opening of which attended the Rector of SPbPU Andrei Rudskoi, the Tutors got a permanent platform for meetings and events.",
10508,"We would like to express the gratitude of the Tutor Forces team to Dmitry G. Arseniev, vice-rector for international affairs, and Viktor V. Krasnoschekov, director of HS IEP, who eagerly respond to new tutors’ initiatives and render comprehensive support.",
10509,"It is important that the tutors understand that their work is important for the university, they see their results, they see that the life of international students is becoming more interesting and comfortable.",
10510,— How did Tutor Forces change during the pandemic?,
10511,"What was done, what was new in your work?",
10512,"— The pandemic had a great impact on all international activities, including the work of the Tutor Forces.",
10513,"There are fewer international students, and many have returned home to continue studying remotely.",
10514,"The Tutor Forces’ activities also shifted to an online format, where the guys held conversation clubs, film screenings followed by discussions, virtual tours, and launched a series of podcasts.",
10515,"Last year, during the height of the pandemic, an information center for international students was organized with the participation of tutors to provide advice on lump-sum financial aid payments.",
10516,Tutors became volunteers during the observation of dormitory #13 and also launched a flashmob in support of international students «WE ARE TOGETHER».,
10517,— What do you need to become a tutor now?,
10518,"— To become a Student Tutor, you need to attend the Tutor School, where you will get acquainted with our structure, learn more about international students and international office of Polytechnic University, and be taught all the necessary skills.",
10519,"But if you don’t want to be a member of the organization, but you want to communicate with international students, you can always join Tutor Forces’ events as a volunteer.",
10520,— What plans do tutors have for the new five years?,
10521,What tasks do you set for yourself?,
10522,"— Even though when cooperating with similar organizations at other universities, many have noted the high level of Tutor Forces’ work, the main task for the team is to continually improve the quality of the events and the training of tutors.",
10523,"In the next year, until the pandemic recedes, we plan to create projects related to the creation of online content, remote communication, and support.",
10524,"As soon as it becomes possible, we will develop the excursion direction, as it is always very popular among foreigners.",
10525,"We have planned a number of projects in cooperation with other organizations of Polytechnic University, our old friends and partners: SPbPU Student Council, Harmony Center, YESLAB, and CPVM Rodina.",
10526,I am sure that all of this will come to fruition.,
10527,"— Pavel, we have no doubts about it either!",
10528,"Good luck to you, and wish you new achievements!
",
10529,"In the beginning of a new academic year, when several thousands of students joint our Polytechnic family, we decided to raise a topic of health.",
10530,"Studentship is not only the brightest and memorable part of our life, but also it is the time of serious loads, when the energy consumption is very intensive.",
10531,About healthy lifestyle and why it is important to take care about health from ones youth have continually told RAMS academician V.A. CHERESHNEV himself.,
10532,Today we continue our conversation with a Chief Physician of Polyclinic №76 O.V. ALESHKO.,
10533,In her previous interview a Chief Physician told us about the work of entrusted her medical facility.,
10534,"Today together with her colleague, the candidate of medical Sciences, head of the therapy Department, Chairman of the Medical Commission R.M. BITSADZE Oksana Valerievna told how they take care of the health of Polytechnic students (which includes foreign and international students), which services they can get at the Polyclinic, and why the time they spend in the queue depends only on them.",
10535,"- Oksana Valerievna, in your previous interview you told that it was necessary to be attached to the Polyclinic where you would like to get medical services.",
10536,"But if you are a student (especially a Polytechnic student), you can be provided witha polyclinic care without any attachment.",
10537,Is it true?,
10538,-,
10539,The federal statute urges people to exercise their right to choose a medical organization.,
10540,"If you have chosen a Polyclinic and would like to be attached to it, come and write an application.",
10541,"Being attached is a better way, because the amount of medical assistance in this case is more significant, than for those who are not attached to a Polyclinic.",
10542,-Your major customers are students.,
10543,Which medical services do they have at your Polyclinic?,
10544,-,
10545,Mainly we really work with students: annually we provide with a polyclinic care about 66 thousand people.,
10546,We have agreements with institutions and colleges.,
